STT,Câu hỏi,Câu trả lời,1. Xác định đúng vấn đề,2. Trích đúng điều luật (Đủ căn cứ),3. Trả lời đúng câu hỏi,4. Câu trả lời rõ ràng,Ghi chú verify điều luật & căn cứ,Phân loại
163,Em muốn hỏi về vấn đề lấn chiếm đất công hẽm công cộng. Công trình xây dựng lấn chiếm trái phép đã hơn 5 năm mà uỷ ban địa phương vẫn chưa giải quyết thoả đáng và công trình đó hiện tại xuống cấp sắt thép trên cao hơn chục mét có dấu hiệu rơi sang nhà em. Gần đây em cũng đã tiếp tục gửi đơn xin uỷ ban giải quyết sớm nhưng uỷ ban đến nay đã hơn 4 tháng vẫn chưa trà lời văn bản cho em. Mong quý anh chị tư vấn giúp em. Em ở Vĩnh Long ạ,,,,,,,Kind 3 - Tranh chấp và các tình huống pháp lý cụ thể
164,"Nhà em có cho người thuê đất sau đó họ tự dựng xưởng lên . Hết hạn hợp đồng họ ko chuyển đi . Rất láo toét, đã thuê 10 năm. Sau đó nhà em bị thu hồi đất , nhà nước đền bù tiền xưởng, nhà em đã nhận tiền , nhưng người thuê bảo đó là tiền xưởng của họ . Họ gửi đơn kiện nhà em là tội chiếm đoạt tài sản . Vậy có phải là hình sự ko ạ . Nhà em mà bị thua kiện thì có thiệt hại gì không ạ ! Được 200 nhà em đã trả 150 mà nó còn không chịu . Cuối cùng nó đã chịu cầm 150 triệu còn xin 10 tháng tiền thuê chỗ . Khi công an vào cuộc . Đúng loại bẩn bựa.",,,,,,,Kind 3 - Tranh chấp và các tình huống pháp lý cụ thể
165,"Em đang gặp một tình huống mong muốn các anh chị tư vấn giúp em.
 Hôm trước em có cọc tiền 100tr mua 1 mảnh đất có nhà bên trên đất ( hợp đồng cọc viết tay có môi giới làm chứng). Đến khi đo đạc lại thì diện tích đất lớn hơn diện tích sổ 5 m2, và không biết 5m2 thừa ở đâu ra vì chủ hiện tại cũng mua qua vài đời chủ rồi.
 Thấy vậy chủ hiện tại đòi tăng giá và nếu không đồng ý sẽ trả lại tiền cọc và có ý không bồi thường cọc. ( trong hợp đồng cọc có ghi nếu chủ không bán sẽ phải đền cọc 300tr).
 Vài ngày nữa là đến hẹn công chứng mua bán nên em chưa biết sử lý trường hợp này sao.
 Do là có bán số lượng vàng trước đó để chuẩn bị tiền, nay vàng lên tính ra mất 50tr mà không mua được đất nên cảm thấy khá buồn.
 Mong các anh chị tư vấn giúp em xử lý thế nào ạ.",,,,,,,Kind 3 - Tranh chấp và các tình huống pháp lý cụ thể
166,"Tại sao vợ đứng tên riêng 1 sổ đỏ, chồng đứng tên riêng 1 sổ, Cả 2 thửa đất đều vào quy hoạch, mà bên thẩm định chỉ cho đền mua 1 lô tdc, con lô kia nhận tiền là sao các bác, họ bảo vẫn là chung 1 hộ dù 2 sổ của riêng 2 người",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
167,"Em đang bế tắc quá .xin ý kiến mọi người để tham  khảo. 2 vk ck dành giụm 10 năm, mới  mua đc căn nhà  đã đặt cọc còn 10 ngày nữa đi công chứng khi mua em cũng kiểm tra kỹ ko dính quy  hoạch gì cả , nhưng  hôm nay thấy thay đổi thì ngôi nhà đó dính quy hoạch đang ở trong tg chờ dự thảo ý kiến .giờ em không biết nên mua hay mất 100 triệu tiền cọc.khổ quá đi mất",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
168,"Chào mn và các anh/chị luật sư, gia đình tôi đang rơi vào tình cảnh rất khó khăn về đất đai và cần được tư vấn pháp lý. Tóm tắt sự việc trước đây, gia đình tôi làm doanh nghiệp có góp phần diện tích để thực hiện dự án ( nhà nước giao đất nhưng chưa giải phóng mặt bằng).Tình trạng hiện tại: UBND tỉnh vừa ra quyết định thu hồi toàn bộ diện tích đất của dự án theo Khoản 8 Điều 81 Luật Đất đai 2024 (thu hồi do vi phạm pháp luật về đất đai dự án chậm tiến độ). Thực tế hiện nay gia đình đang đứng trước nguy cơ bị thu trắng, không được tách định rõ quyền lợi đối với phần đất gốc của mình đã góp vào dự án và đất mà nhà nước giao. Mong sự giúp đỡ của mọi người.",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
169,"Chào mọi người ạ,em ở Ninh Bình nhà em đang làm trang trại, sắp tới sẽ bị thu hồi đất. Theo luật mới sẽ được bồi thường thiệt hại về cả vật nuôi như trâu bò, lợn gà. Em hỏi đơn giá bồi thường ở Ninh Bình lại không có, các tỉnh khác đều có rồi. Bây giờ phải làm sao đây ,như này thiệt cho nhà em quá",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
170,"Gia đình mình đất vào quy hoạch sân bay. Đất ở thì được ông bà nội cho tặng, sau khi ông bà cho tặng thì ông bà có ở với vợ chồng mình ( trước đó ông bà có mua một mảnh đất nhưng chưa làm sổ được vì đất đó bán trái thẩm quyền của xã, đất này vợ chồng mình có làm nhà tạm để ở và kinh doanh và cũng thuộc quy hoạch sân bay). Vợ chồng mình đã tách hộ khẩu riêng với ông bà, hiện tại ông bà có chung hộ khẩu với chú. Vì từ trước đến nay ông bà ở với vợ chồng mình nên mình có xin được 2 suất tái định cư không",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
171,"Em chào cả nhà . Chúc cả nhà buổi tối vui vẻ , hạnh phúc bên gia đình ...... 
 chuyện là nhà em có thửa đất đấu thầu từ năm 1994 do không dùng đến nên cho hàng xóm mượn để chăn nuôi . Giờ tuyến đường cao tốc chạy qua , nhà nước có gửi văn bản mời gia đình em đến để đền bù , nhưng do công việc và ở xa nên có nhờ người thân đến ký hộ . Nhưng sau đợt đó thì không thấy ai gọi về nữa ..... giờ em về quê lại thấy bác ( hàng xóm ) trước em cho mượn đất để canh tác đc đền bù trên thửa đất nhà em số tiền 1 tỉ và 1 mảnh tái định cư . Cả nhà cho em hỏi là giờ em có đòi lại được không và tại sao nhà nước lại đền bù cho người không đứng tên đấu thầu ? Em cảm ơn rất nhiều",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
172,"dạ mong anh chị trong nhóm tư vấn ạ
 Nhà em có diện tích 320,4m2 (chưa có sổ, không tranh chấp, trên bản đồ đã là ONT, hàng năm vẫn đóng thuế) được cơ quan xác định như sau: 134,4m2 là đất ở trước năm 1980, 161m2 là đất lấn chiếm trước năm 1993 và 25m2 trước năm 2004, đã có nhà xây trên diện tích đất ở hợp pháp. Khi dự án đi qua nhà e được đền bù 3 suất đất nhỏ nhưng ban đầu nghĩa vụ tài chính chỉ phải đóng hơn 500tr, giờ sau khi sáp nhập giao cho 1 đội cán bộ khác làm thì tính lên nghĩa vụ tài chính mất 1ty6 (80%*S lấn chiếm*giá đất). Họ bảo phương án như này là hợp lý rồi, còn nếu căng thì ko chỉ được 1 suất đất ạ vì phần lấn chiếm chưa xây dựng nhà ở và công trình phụ, nếu có thì nghĩa vụ tài chính mới nhỏ. Anh chị cho e xin tư vấn như vậy đã là hợp lý chưa ạ. Em cảm ơn mn ạ",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
173,Mọi người cho em hỏi chút : nhà em 300m2 đất thổ cư khi bị thu hồi sẽ đc cấp tđc ntn ạ . Em cảm ơn,,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
174,"Bố em có đứng tên 1 thửa đất , hiện nay bị nhà nước thu hồi làm dự án, nhưng bố em đã mất, giờ họ kiểm kê chỉ xin bản photo sổ đỏ.Nhà e định làm phân chia quyền thừa kế mảnh đất đó cho đứa e em, cho nó toàn quyền nhận đề bù, xét tdc thửa đất đó.Mà ko thấy bên kiểm kê bảo gì. Vậy khi xét hồ sơ e mới cần nộp biên bản phân chia thừa kế hay phải nộp luôn ạ.",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
175,E chào a chị ạ cho e hỏi đất của bố e đang ở cùng GĐ người cháu nữa bố e chưa làm sổ sang tên cho bố e dc đất chuẩn bị giải tỏa làm đường vậy cả 2 có được cấp đất tái định cư ko ạ,,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
176,"Các bác biết chỉ giúp em với ạ. 
 Người đứng tên 2 sổ đỏ của 2 mảnh đất, khác phường, xã nhưng cùng thành phố. 
 Vậy 1 sổ đỏ của một mảnh đất bị trong diện quy hoạch mình có được cấp đất tái định cư không ạ , và em muốn tìm hiểu về mục này cần tìm đọc điều luật nào ạ 
 Em trân thành cảm ơn",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
177,"Cả nhà cho e hỏi, mẹ e có miếng đất muốn tách sổ riêng cho con cái. Giờ phần đất đó lại được báo là quy hoạc đất TMDV nên không lên thổ cư để tách sổ được. Có cách nào để tách sổ được không ạ? (Diện tích: ngang 10 dài 70) . E cám ơn ạ!",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
178,"Chuyện là ba e có cho e 1 miếng đất và sắp tới e sẽ xây lại nhà trên đất này. Năm 1998 ba e có xây nhà trên đất này và đến 2007 ông bà e tách sổ đỏ riêng cho ba e. Đến 2013 có thay đổi để lên sổ hồng mới hay gì đó thì mẹ e hỏi bên xã ngta kêu nhà e khỏi đổi sổ hồng. Lúc đó e còn nhỏ và ba mẹ e nông dân cũng không biết nhiều nên để sổ đỏ cũ như năm 2007 luôn đến nay. Nay 2025 ba e sang tên cho e thì bắt buộc làm lại sổ hồng. Khi ra sổ rồi mới thấy là có dính quy hoạch kẻ vạch thẳng vào bản đồ đất luôn là gần 1 nửa diện tích đất. Loại đất trên sổ hồng hiện tại là Đất trồng cây lâu năm. E có thông tin từ bạn e là đất có cất nhà từ trước 2004 khi 2013 làm lại sổ sẽ được công nhận phần đất xây nhà là Đất Ở, nghĩa là cả thửa thì có phần xây nhà được tính thổ cư. Anh chị cho e hỏi thông tin này chính xác không và nếu thật vậy thì bây giờ e nên làm gì để được công nhận phần đất đó để đỡ tiền lên thổ cư cả thửa và khi quy hoạch sẽ được đền bù nhiều hơn. Nhà e xây giữa đất nên hiện tại 1 nửa dính quy hoạch và 1 nửa không dính. Và bây giờ nếu e đóng thổ cư e chỉ được đóng phần không dính quy hoạch. Nhưng phần quy hoạch có 1 nửa nhà e, nếu 2013 được công nhận phần đó thổ cư thì có phải sắp tới quy hoạch e được đền bù nhiều hơn, có giá hơn đất nông nghiệp đúng không ạ",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
179,"Nhà em nằm trên dự án đường điện cao thế 500kv chơn thành-long an . Năm trước có nhận được giấy bồi thường nhưng trên giấy ghi là đất nông nghiệp mặc dù nhà em là đất thổ cư sau kiến nghị thì năm nay lại giảm xuống nữa và nhận được câu trả lời là chỉ bồi thường theo diện đất bình thường và còn nói là do đất nhà em kh nằm trên đường nhựa mặc dù trong giấy năm trước cũng ghi là đất nằm trên mặt đường đất 5m và đền với giá cao nhưng năm nay lại giảm xuống 
 Cao nhân nào giải đáp giúp em với ạ chứ nhà em hoang mang quá rồi",,,,,,,Kind 4 - Các vấn đề pháp lý tại địa phương và dự án
